O que é a Eficácia Vertical dos direitos fundamentais?,A aplicação dos direitos na relação entre o Estado (poder superior) e o indivíduo.
O que é a Eficácia Horizontal (ou externa) dos direitos fundamentais?,A aplicação direta dos direitos fundamentais nas relações entre particulares (ex: expulsão de sócio de cooperativa).
O que é a Eficácia Diagonal dos direitos fundamentais?,Uma vertente da eficácia horizontal aplicada a relações de desigualdade entre particulares (ex: patrão e empregado).
Qual a característica da Inalienabilidade dos direitos fundamentais?,"Os direitos fundamentais não podem ser transferidos ou comercializados, pois estão fora do comércio jurídico."
O que estabelece a característica da Universalidade?,"Os direitos fundamentais destinam-se a todos os seres humanos, independentemente de raça, credo ou nacionalidade."
A imprescritibilidade significa que o direito pode ser exercido a qualquer tempo?,Sim. O não exercício de um direito fundamental não acarreta a sua perda pelo decurso do tempo.
Quem são os destinatários dos direitos fundamentais segundo o STF?,"Brasileiros (natos/naturalizados) e estrangeiros (residentes ou em trânsito no país), além de pessoas jurídicas."
O que caracteriza a igualdade material (ações afirmativas)?,Tratar desigualmente os desiguais na medida de suas desigualdades para reduzir disparidades sociais.
É permitted a manifestação do pensamento anônima?,"Não. A manifestação é livre, sendo vedado o anonimato (Art. 5, IV)."
O direito de resposta é limitado a pessoas físicas?,"Não. Aplica-se a pessoas físicas e jurídicas, devendo ser proporcional ao agravo, além da indenização."
"O que é a 'Escusa de Consciência' (Art. 5, VIII)?","Direito de não cumprir obrigação a todos imposta por motivo de crença/convicção, desde que se cumpra prestação alternativa fixada em lei."
Qual o conceito jurídico de 'Casa' para fins de inviolabilidade domiciliar?,"Qualquer compartimento habitado ou fechado ao público onde alguém exerce profissão ou atividade (ex: escritório, quarto de hotel)."
Entrada em domicílio sem consentimento durante a NOITE só é permitida em quais casos?,"Flagrante delito, desastre ou para prestar socorro."
Entrada em domicílio por determinação JUDICIAL só pode ocorrer em qual período?,Somente durante o dia.
A quebra de sigilo das comunicações TELEFÔNICAS exige quais requisitos?,"Ordem judicial, para fins de investigação criminal ou instrução processual penal, na forma da lei."
Qual a diferença entre sigilo de 'dados telefônicos' e 'comunicações telefônicas'?,Dados (extrato): podem ser acessados por CPI. Comunicações (conversa): apenas por ordem judicial.
O direito de reunião exige autorização da autoridade pública?,"Não, exige apenas PRÉVIO AVISO à autoridade competente, para não frustrar outra reunião no mesmo local."
A criação de associações e cooperativas depende de autorização estatal?,"Não. A criação é independente de autorização, sendo vedada a interferência estatal em seu funcionamento."
"Para uma associação ser compulsoriamente DISSOLVIDA, o que é necessário?",Decisão judicial transitada em julgado.
"Para as atividades de uma associação serem apenas SUSPENSAS, o que é necessário?",Decisão judicial (não exige trânsito em julgado).
"Pequena propriedade rural, trabalhada pela família, pode ser penhorada por débitos de sua atividade?","Não, é impenhorável para pagamento de débitos decorrentes de sua atividade produtiva."
Qual a diferença de prazo entre Direitos Autorais e Propriedade Industrial?,Autorais: pertencem ao autor e herdeiros pelo tempo que a lei fixar. Industrial: privilégio temporário.
O que acontece com a propriedade no caso de 'iminente perigo público' (Requisição Administrativa)?,"A autoridade usa o bem particular, com indenização ulterior, se houver dano."
A sucessão de bens de estrangeiros situados no país será regulada por qual lei?,"Pela lei brasileira em benefício do cônjuge/filhos brasileiros, sempre que não lhes seja mais favorável a lei pessoal do de cujus."
O Estado deve prestar assistência jurídica integral e gratuita a quem?,Aos que comprovarem insuficiência de recursos.
"São gratuitos para os reconhecidamente pobres, na forma da lei, quais atos?",O registro civil de nascimento e a certidão de óbito.
"A quebra de sigilo por ordem judicial no Art. 5, XII, aplica-se a quais comunicações?",Apenas às comunicações TELEFÔNICAS (investigação criminal ou processo penal).
"Qual o tipo de eficiência/eficácia da norma que garante o livre exercício profissional (Art. 5, XIII)?","Eficácia Contida (a lei pode restringir, mas enquanto não o faz, o direito é pleno)."
As associações possuem legitimidade para representar seus filiados em juízo?,"Sim, desde que expressamente autorizadas (Art. 5, XXI)."
O sigilo da fonte é um direito absoluto?,"É resguardado quando necessário ao exercício profissional (Art. 5, XIV)."
Ninguém poderá ser compelido a associar-se ou a permanecer associado?,"Sim, é o princípio da liberdade de associação negativa (Art. 5, XX)."
Quais são os 5 elementos fático-jurídicos da relação de emprego?,1. Pessoa Física; 2. Pessoalidade; 3. Onerosidade; 4. Não-eventualidade; 5. Subordinação.
O que significa o Princípio da Alteridade para o empregador?,"Significa que o empregador assume exclusivamente os riscos da atividade econômica, não podendo transferi-los ao empregado."
A mera identidade de sócios caracteriza grupo econômico?,"Não. Exige-se a demonstração de interesse integrado, comunhão de interesses e atuação conjunta das empresas."
Qual a responsabilidade das empresas que integram um grupo econômico?,"Responsabilidade solidária pelas obrigações decorrentes da relação de emprego (Art. 2º, §2º da CLT)."
"Na sucessão de empregadores, quem responde pelas obrigações trabalhistas?","O sucessor responde pelos direitos adquiridos e pelas obrigações, inclusive as contraídas à época do sucedido."
Qual o prazo de responsabilidade do sócio retirante (Art. 10-A da CLT)?,Até 2 anos depois de averbada a modificação do contrato no órgão competente.
Qual a ordem de preferência na execução contra o sócio retirante?,1º a empresa devedora; 2º os sócios atuais; 3º os sócios retirantes.
O que caracteriza a Subordinação Jurídica?,"O estado de dependência do empregado em relação ao poder diretivo, regulamentar e disciplinar do empregador."
Diferença entre Relação de Trabalho e Relação de Emprego.,Trabalho é o gênero (qualquer atividade humana); Emprego é a espécie (trabalho com os 5 requisitos da CLT).
Trabalhador autônomo possui subordinação?,"Não. O autônomo exerce suas atividades por conta própria, sem estar sujeito ao poder diretivo do contratante."
Qual o prazo para o empregador anotar a CTPS do empregado (Pós-Reforma)?,5 dias úteis a partir da admissão.
Qual o prazo para o trabalhador ter acesso às informações anotadas na sua CTPS?,48 horas após a anotação.
O contrato de trabalho é formal ou não solene?,"Em regra, é não solene (consensual), podendo ser verbal ou tácito."
O que é o Princípio da Primazia da Realidade?,Os fatos da prestação de serviços prevalecem sobre os documentos ou contratos escritos.
A onerosidade na relação de emprego é vista sob qual aspecto?,Objetivo (pagamento de salário) e Subjetivo (intenção de receber a contraprestação).
As anotações na CTPS geram presunção absoluta de veracidade?,"Não. Geram presunção JURIS TANTUM (relativa), podendo ser elididas por prova em contrário (Súmula 12 do TST)."
Qual a regra geral de competência territorial no Processo do Trabalho (Art. 651 CLT)?,A competência é determinada pela localidade onde o empregado prestar serviços ao empregador.
"Se o empregador realizar atividades fora do lugar do contrato (§3º Art. 651), qual o foro?",O empregado pode optar pelo foro da celebração do contrato ou pelo da prestação dos serviços.
A Justiça do Trabalho é competente para julgar ações de servidores estatutários?,"Não. Conforme o STF (ADI 3.395), a competência é da Justiça Comum (Federal ou Estadual)."
A quem cabe julgar ações de indenização por dano moral decorrentes da relação de trabalho?,"À Justiça do Trabalho (Súmula 392 do TST e Art. 114, VI, da CF)."
A JT pode executar contribuições previdenciárias de todo o período trabalhado?,Não. Apenas sobre as sentenças condenatórias em pecúnia que proferir e valores objeto de acordo (Súmula 368 TST).
"Qual a competência para julgar ações sobre representação sindical (Art. 114, III, CF)?",Justiça do Trabalho (competência ampliada pela EC 45/04).
De quem é a competência para julgar Habeas Corpus quando o ato coator envolver matéria trabalhista?,"Justiça do Trabalho (Art. 114, IV, CF)."
O que estabelece a Súmula Vinculante 23 sobre o direito de greve?,A Justiça do Trabalho é competente para processar e julgar ações possessórias decorrentes do exercício do direito de greve na iniciativa privada.
Empregados brasileiros trabalhando no estrangeiro podem ajuizar ação no Brasil?,"Sim, se não houver convenção internacional em contrário, a competência será da localidade da contratação ou prestação (§2º Art. 651)."
O foro de eleição (escolhido em contrato) é válido no Processo do Trabalho?,"Em regra não, pois prevalece a natureza imperativa do Art. 651 da CLT para proteger o acesso do trabalhador à justiça."
